,utterance_id,noise_samples_beginning_16k,noise_sample_end_16k,target_speaker1_snr_db,time_duration
137,20vo010m_1.7974_01qo030p_-1.7974.wav,11528,26323,2.723494972747397,15.0034375
138,02bo0318_0.36529_01zc0201_-0.36529.wav,20406,5786,2.1374388105838182,12.965625
139,406o030a_0.8066_20kc010j_-0.8066.wav,6329,4230,-0.5047306135270451,9.8199375
140,021o0302_0.63843_025a0106_-0.63843.wav,12846,7524,-2.639636398023141,8.7264375
141,020c0216_1.4339_029o0301_-1.4339.wav,3422,2728,1.1344246502446058,7.3018125
142,024a0102_0.12325_02eo0301_-0.12325.wav,21948,21305,0.690847675446963,9.23725
143,02do0305_1.5402_20mo010f_-1.5402.wav,6198,7960,2.4137906806191785,10.2424375
144,018o030p_1.4998_20ia010p_-1.4998.wav,16656,27334,3.937962514334524,14.062875
145,209a010i_0.056719_40gc020o_-0.056719.wav,20493,1833,2.392898491071888,6.595375
146,40bo030k_0.85366_027c020m_-0.85366.wav,14613,23250,0.2596797714600409,8.4646875
147,01lc0212_1.6663_40ca010w_-1.6663.wav,14709,2319,-0.0609801408458983,10.4228125
148,20ko010m_1.5926_02ao030h_-1.5926.wav,4461,17671,3.291948426998169,16.18325
149,409c020x_0.0054513_20ta010h_-0.0054513.wav,18897,4231,-2.0873352492881363,6.4855
150,02co030v_1.7315_02do030b_-1.7315.wav,6139,792,4.354839016520511,8.9979375
151,40co030c_0.004306_40kc021b_-0.004306.wav,22907,20792,5.319984036356619,14.4400625
152,01uo030q_1.3287_40oo030n_-1.3287.wav,290,5994,1.892110714798699,13.6524375
153,01ac020i_0.77519_40io0304_-0.77519.wav,23001,11952,-1.1086419742151836,10.978125
154,01vc020i_1.0204_20jc0103_-1.0204.wav,29476,9994,-1.1214171535066293,8.2058125
155,209o010b_0.78446_01to0303_-0.78446.wav,13765,10090,0.4864978744250852,11.9109375
156,019c020p_2.4985_021c020c_-2.4985.wav,26186,2367,2.6321737580499107,8.976375
157,01ic0205_1.7091_20ao010q_-1.7091.wav,16482,15294,0.9137708507284432,18.766
158,01wo0314_1.2617_20lc010n_-1.2617.wav,4755,2988,-2.9951484835809468,9.0439375
159,01po030x_1.0684_20ca0108_-1.0684.wav,26634,19062,4.0654895845131245,15.9015625
160,01xo030r_0.78455_40jc0202_-0.78455.wav,18634,1008,5.642204643716632,9.357875
161,01ua010e_1.7805_40ha010o_-1.7805.wav,25278,7883,-0.647338823053988,8.966375
162,40fa010t_1.5757_02co030n_-1.5757.wav,23251,24468,1.5393744821066777,8.4754375
163,20so0107_0.74704_01io030q_-0.74704.wav,11477,18863,0.8931736563220336,15.343875
164,027o0304_0.57412_20da010g_-0.57412.wav,23529,9269,1.7603203327174288,7.9535625
165,209a010c_0.45415_40po0319_-0.45415.wav,18838,17807,4.010476571478642,7.2303125
166,020c020l_1.4226_027c0208_-1.4226.wav,19417,22820,5.252163426865783,9.4789375
167,20da010r_1.8917_40fo030u_-1.8917.wav,23694,31924,4.25747843697878,8.8210625
168,40ga0114_0.64388_01oc021d_-0.64388.wav,9804,8388,4.727105314272879,9.1361875
169,024c0209_1.4441_20oa010m_-1.4441.wav,24961,21245,3.3928734288709315,9.478125
170,020c020x_1.4_406c020k_-1.4.wav,16808,17959,3.52113027720618,9.0853125
171,02eo030y_1.311_207a0114_-1.311.wav,22910,873,5.3826893107631495,15.17575
172,01oa0105_2.3275_01za010n_-2.3275.wav,15166,14138,0.0580761611197093,8.0515
173,01ga010z_0.36495_40ic021c_-0.36495.wav,5331,7442,3.4625657225857083,8.169125
174,01fo0312_0.64597_01yc0201_-0.64597.wav,30015,10848,1.4642932617162137,11.0265625
175,020o030t_1.7034_40oc0201_-1.7034.wav,24135,3033,-2.466523494353485,9.779375
176,01wo030r_1.748_022a010h_-1.748.wav,14878,24366,3.265918559015736,10.5183125
177,20ba010q_1.0046_014a010u_-1.0046.wav,14575,31509,4.187404710815879,9.34025
178,40pa010f_0.53577_20ic0102_-0.53577.wav,20737,26730,4.264990203467546,10.2466875
179,40lo0308_2.0511_022o030c_-2.0511.wav,27980,9013,-0.699642527097557,14.263
180,20ma010q_1.0691_01ec020r_-1.0691.wav,19421,10477,-2.3130303241028014,7.328625
181,01xo030z_2.1869_01mc0216_-2.1869.wav,3538,17132,2.808688289711146,8.763875
182,01da0110_0.17019_01jo0304_-0.17019.wav,21183,7346,4.0940607989136,15.6969375
183,40lc0204_2.2302_40mc020z_-2.2302.wav,28485,607,-0.834113571088785,8.060375
184,408a010w_0.025593_01ra010w_-0.025593.wav,2730,2242,4.893508434762204,5.7649375
185,405c0214_1.3344_01ic021a_-1.3344.wav,18457,3586,4.659372955689645,10.5919375
186,208c0103_0.98754_01jc0206_-0.98754.wav,16743,21442,-1.068515696807681,7.5665625
187,01wa010o_1.2219_20la0110_-1.2219.wav,13597,15817,4.03439818574002,7.898375
188,409o030y_2.1605_40lc0216_-2.1605.wav,1277,13961,5.946270531642915,8.6681875
189,20rc010n_2.4523_01va010o_-2.4523.wav,8045,16108,-1.0167974955326975,9.9695625
190,40ea010o_1.4771_206o010c_-1.4771.wav,1713,23628,3.3305642588764206,17.1238125
191,20jc010l_1.9325_01ua010s_-1.9325.wav,20437,4098,1.5638378668838842,11.5134375
192,01do030x_0.39653_01na010j_-0.39653.wav,16832,7713,-2.918773027811018,10.712
193,022c0216_0.77516_01ba010n_-0.77516.wav,10206,11568,0.5231806753717319,7.614625
194,01ta010n_1.901_40da0104_-1.901.wav,15611,7479,4.735260533906401,7.21825
195,014a0110_1.0024_20ho010m_-1.0024.wav,16552,20530,4.550688463469716,8.897625
196,01nc020o_1.6784_02ac020r_-1.6784.wav,29376,30599,0.0160093345964362,9.26675
197,01za010i_0.61101_20ta0102_-0.61101.wav,1731,11046,3.038386165058351,6.5648125
198,01pc0204_0.47909_204o010l_-0.47909.wav,6825,18247,5.217372488565374,11.547
199,017o0313_1.1302_20fc010o_-1.1302.wav,28174,5369,-0.4363837569324138,12.405625
200,01zo031c_1.0565_020a0105_-1.0565.wav,840,15405,-0.1937006090931734,9.94325
201,20ka0109_0.80329_20na0101_-0.80329.wav,25144,24080,-0.3978007558727574,10.3565
202,20na010l_0.21076_028a0105_-0.21076.wav,5722,6665,1.4344365189402,5.7941875
203,01lc021c_1.0464_027o030u_-1.0464.wav,28151,850,5.720017923017529,12.63775
204,40ho0302_1.2167_01xo0303_-1.2167.wav,14430,6815,-2.264020203391669,9.7429375
205,012a010n_0.98273_01ma010l_-0.98273.wav,18053,18366,0.5858835506444331,7.7335
206,01ca0104_0.68595_20qa010f_-0.68595.wav,4945,31490,3.108676947920026,9.2865
207,01jc0202_0.27932_20pc010e_-0.27932.wav,6352,30501,5.059252613308502,13.7233125
208,204c010g_0.87104_40ia010d_-0.87104.wav,31225,17582,0.094644932560477,9.4158125
209,01fc020i_1.5708_20go010k_-1.5708.wav,30331,20319,0.9594430491280947,10.085625
210,407a010a_0.52528_406o030p_-0.52528.wav,24380,17169,2.509980316465561,9.4705
211,20lc0105_2.3527_405a010l_-2.3527.wav,1213,19595,-2.5115914295013413,6.2805
212,40jc020n_1.134_209o010e_-1.134.wav,24659,9209,0.1225615670248347,10.33675
213,01io030y_1.4883_020o0303_-1.4883.wav,1544,1356,-0.6079234875062203,10.5295625
214,013a0102_1.0007_01ja010p_-1.0007.wav,28677,5456,0.1745347163316131,7.475125
215,20ka0111_1.642_401a010p_-1.642.wav,9644,28855,3.553233888508471,9.9861875
216,206a0101_0.15271_407c0215_-0.15271.wav,7912,15840,2.451303728039413,10.5775625
217,20qc0104_1.3458_40ia010f_-1.3458.wav,6995,21118,5.7160741242620805,7.7570625
218,01mc020n_1.4882_020o030c_-1.4882.wav,28993,23545,0.7076802597726326,10.4764375
219,20qo010a_1.1851_013a010o_-1.1851.wav,20592,1815,5.135387182454938,10.3604375
220,01ca0104_0.27085_018a010p_-0.27085.wav,25830,5283,1.0359648196840876,8.953875
221,408o0302_2.2731_20mo0104_-2.2731.wav,13193,10706,3.9068401100028254,9.1136875
222,207c0105_1.5213_20ga010e_-1.5213.wav,23209,16508,3.1587325156703665,9.1823125
223,021o030s_1.9893_026o030q_-1.9893.wav,6886,20569,5.095358829572545,8.66975
224,405a0112_1.525_016c0201_-1.525.wav,2255,14753,-1.4276206260186337,9.312875
225,019o0318_0.92117_01ac020g_-0.92117.wav,16518,3659,1.022790339326571,7.3340625
226,012c020u_2.3532_206o0101_-2.3532.wav,12516,28289,5.5650512525112745,13.512875
227,407o0310_0.34931_02ba010h_-0.34931.wav,17361,7674,3.9856515472500513,8.4293125
228,01sc021h_0.34988_02ao0302_-0.34988.wav,15988,19240,1.5446701556996691,11.09975
229,028o031d_0.96997_026c021c_-0.96997.wav,31926,178,4.85043536669752,9.3746875
230,02eo0319_0.48909_02bo0319_-0.48909.wav,14393,10365,4.357089820351749,11.4009375
231,407c021h_0.86061_01co0319_-0.86061.wav,11703,16247,-1.8222294045503515,14.640125
232,01mo0306_0.88525_01eo0308_-0.88525.wav,5151,11531,2.3529950136626656,6.058
233,40jo030m_0.30487_20oc0108_-0.30487.wav,23587,14469,4.120698645863064,9.479375
234,40io030a_0.935_01qc020x_-0.935.wav,2638,14536,3.440758354414072,9.0628125
235,205o010h_1.9889_405c020t_-1.9889.wav,16193,30149,3.407364902116514,7.976375
236,20ba0107_0.40484_40gc020t_-0.40484.wav,17432,27119,-1.5488797805148835,8.9644375
237,40bo030v_2.1964_01ec020u_-2.1964.wav,24450,31476,4.951093940974052,8.55625
238,209o010b_0.18201_208o0103_-0.18201.wav,6899,12933,-2.424387891675617,12.3395
239,40co0314_0.30317_02co0318_-0.30317.wav,16736,31350,2.654895756771753,15.971625
240,02ec0218_1.653_20sc010m_-1.653.wav,3996,28722,3.2315616326380443,11.3003125
241,20po010e_0.20004_20fc010f_-0.20004.wav,17297,16712,1.7878135866234794,9.8055625
242,025c0218_1.6317_01sa0114_-1.6317.wav,16372,17755,-0.3224833716146293,10.4353125
243,20sc010l_2.3387_20do010n_-2.3387.wav,11548,14968,-1.0592671901183692,10.47725
244,01lc0219_0.30534_40co030r_-0.30534.wav,4416,23621,4.660770732927174,10.7218125
245,023o030e_2.1766_40ca0114_-2.1766.wav,27179,18100,5.758969919905384,11.8503125
246,01yc021b_0.79248_01qc0215_-0.79248.wav,1309,16868,-2.8888315941046385,13.2725
247,019c020a_0.72328_026a010h_-0.72328.wav,16737,2144,-1.459406783422365,8.594375
248,20dc010e_2.3974_209a010d_-2.3974.wav,29632,27577,0.2170170443200554,9.4955625
249,019o0302_0.044177_02bo030c_-0.044177.wav,7000,31910,5.043250836365827,13.105125
250,20ca010i_1.7154_019c021h_-1.7154.wav,24893,14284,-1.3805943763856932,8.3285625
251,020a010h_1.8998_01do0302_-1.8998.wav,28133,1862,-0.9745502324449108,9.374
252,019c020l_1.8801_20oa010x_-1.8801.wav,3469,28322,0.5313473473666241,7.1269375
253,027o0311_2.1481_20ao010p_-2.1481.wav,21148,24114,4.271146621349976,14.308875
254,40jc020i_1.7451_014o0317_-1.7451.wav,30269,17527,3.4939130554860194,10.450125
255,404o030g_0.79842_01vc0205_-0.79842.wav,5866,11678,5.61569679960213,10.8003125
256,20ha010t_0.45057_40ko0319_-0.45057.wav,9432,6465,4.980466068732374,12.7634375
257,20fa010m_1.3874_024o030l_-1.3874.wav,18644,14950,1.4411319977511878,13.338
258,01mo0318_2.2663_20ho010e_-2.2663.wav,10766,11514,5.395193043125433,9.1525
259,40po030f_2.1006_40io030u_-2.1006.wav,23442,22183,5.0263202476566775,12.9110625
260,01ga0113_1.0062_40dc020o_-1.0062.wav,25655,4783,1.9927059991550455,9.3579375
261,40gc0212_1.9404_014a0114_-1.9404.wav,5409,11631,-1.1806142932642545,10.27
262,20uo010k_1.2876_204c010f_-1.2876.wav,24484,3206,-0.6743627789173452,12.190625
263,01rc020l_1.6751_20ha010x_-1.6751.wav,12619,16757,0.7707450398688489,6.596
264,20ja0114_1.3839_02aa0101_-1.3839.wav,13337,6065,-2.5140703437313605,7.072625
265,408a010w_0.21761_20pc010b_-0.21761.wav,8879,23783,2.6504531407209093,7.361375
266,01lo0314_1.137_024o0317_-1.137.wav,25451,12671,5.5786093610829965,19.25125
267,205a010k_1.8025_02eo031b_-1.8025.wav,8565,5702,5.647722196853659,10.827625
268,40kc020q_2.0081_01mo0312_-2.0081.wav,19205,25712,1.9897554358794816,12.189375
269,406o030p_0.93115_011c0211_-0.93115.wav,8189,9129,3.5046264675662364,11.0299375
270,20ja0108_2.2387_20aa010r_-2.2387.wav,1749,2359,5.8608355108174095,6.01675
271,207a010j_0.37775_015a0114_-0.37775.wav,27729,30835,5.521715661097485,9.12025
272,207a0103_2.3117_20fo0101_-2.3117.wav,21031,20118,2.9661189209817547,10.7318125
273,20ma010k_2.445_20ho010o_-2.445.wav,15612,14935,2.339202507364333,10.0091875
274,20ka010h_2.3673_01na010t_-2.3673.wav,20563,23657,3.834184316728283,10.56375
275,01po0312_1.7155_02ao030p_-1.7155.wav,25166,2760,3.5737067088429635,9.1424375
276,20ka0105_2.2009_02da0103_-2.2009.wav,28869,119,2.026845174595734,9.285
277,20ic010c_2.1265_01ro0315_-2.1265.wav,17318,8808,2.261513770322459,5.649375
278,021c0202_0.72345_20dc010h_-0.72345.wav,14013,18701,3.874776747865254,9.093625
279,206a0112_0.34642_404c020n_-0.34642.wav,19602,10515,4.927114255728715,7.1023125
280,208a010q_0.92806_018o030r_-0.92806.wav,29402,25904,3.4718234054596504,12.7354375
281,011o030t_1.7384_20na0107_-1.7384.wav,6165,31072,1.108934711499872,12.869
282,40mo0312_0.90974_02ba0108_-0.90974.wav,9361,7608,-0.4543371458195837,8.754375
283,01fc020u_2.1086_20ia010m_-2.1086.wav,6544,28420,3.3168509072598065,8.4248125
284,20do010p_0.23689_208c010l_-0.23689.wav,11141,8052,3.777085076928184,10.2395625
285,01nc020a_0.44175_025c020x_-0.44175.wav,2834,14219,-0.4766639151056457,7.3235625
286,018a010w_2.395_20ga0109_-2.395.wav,6563,7357,0.794982259363497,6.786375
287,01sc021a_1.551_01jo0315_-1.551.wav,22473,12880,-1.3213499919630438,16.1443125
288,40ha010d_1.9443_204a0102_-1.9443.wav,14776,7792,-1.715214223461741,6.8765625
289,209a0104_0.60032_20na010m_-0.60032.wav,16592,2050,4.464100742462673,6.125125
290,20ja0110_0.04281_012o030j_-0.04281.wav,7674,29050,1.04640917711812,11.3865
291,20ja0106_2.1098_20tc010e_-2.1098.wav,17269,26289,2.977027644610267,9.742375
292,206o0107_1.2492_01ua010b_-1.2492.wav,15604,16574,4.549889341949806,9.331125
293,01mc020d_1.9084_01ko0308_-1.9084.wav,28076,26579,-2.1397666740175905,16.768125
294,01yo030p_2.3905_01uc0215_-2.3905.wav,24656,31482,3.456280895468643,10.98
